X,Y,OBJECTID,UNITID,SIGID,MAINSTREET,CROSSSTREET,OWNER2,ROUTE,MILEPOINT,DESCRIPTION,TIMES,OWNER,TYPE,INTID,ATMSID
-85.7647962867233,38.2519408892415,1035,MPW000850,SIG000850,8TH,MUHAMMAD ALI,M,,,8TH @ MUHAMMAD ALI,24 HOURS,METRO,3, 1674018857012,
-85.7001317741198,38.2278545147864,1036,MPW018024,SIG007833,BARDSTOWN,ROANOKE,S,US 31E,,BARDSTOWN @ ROANOKE,24 HOURS,KYTC,2, 1725203845542,
-85.8052590011876,38.1727166590949,1037,MPW002868,SIG002868,ESTATE,GAGEL,M,,,ESTATE @ GAGEL,24 HOURS,METRO,3, 2044519662455,
-85.5364186484776,38.2594350958964,1038,MPW016448,SIG016448,EVERGREEN,WOODLAND,M,,,EVERGREEN @ WOODLAND,24 HOURS,METRO,3,  488719907293,
-85.7253795580811,38.2416700831209,1039,MPW018038,SIG007038,BAXTER,MORTON,S,US 31E,15.738,BAXTER @ MORTON,24 HOURS,KYTC,2, 1601604174471,
-85.6894507944637,38.1293035385233,1040,MPW008395,SIG008395,BLUE LICK,FOREMAN,S,KY-1450,3.1,BLUE LICK @ FOREMAN,24 HOURS,KYTC,1, 1947305772265,
-85.7011025928633,38.22848097989,1041,MPW018023,SIG007833,BARDSTOWN,SPEED,S,US 31E,,BARDSTOWN @ SPEED,24 HOURS,KYTC,2, 1724703846082,
-85.7602128938264,38.2548649003905,1042,MPW005643,SIG005643,CONGRESS,COURT,M,,,CONGRESS @ COURT,24 HOURS,METRO,3, 1672012571301,
-85.7593652280428,38.1055498369004,1043,MPW005533,SIG005533,MANSLICK,MITCHELL HILL,S,KY-2055,1.416,MANSLICK @ MITCHELL HILL,24 HOURS,KYTC,3, 1988741644414,
-85.7239710401501,38.254128398109,1044,MPW007078,SIG007078,MAIN,MELLWOOD,S,US 42,0.459,MAIN @ MELLWOOD,24 HOURS,KYTC,3, 1551941384326,
-85.8012012237063,38.2305637930331,1045,MPW003092,SIG003092,HILL,28TH,M,,,HILL @ 28TH,24 HOURS,METRO,3, 1698229346570,
-85.7116004678236,38.233254499101,1046,MPW018029,SIG007413,BARDSTOWN,EDGELAND,S,US 31E,,BARDSTOWN @ EDGELAND,24 HOURS,KYTC,2, 1608503841863,
-85.6963214829521,38.2256433297368,1047,MPW018020,SIG007988,BARDSTOWN,BOULEVARD NAPOLEON,S,US 31E,,BARDSTOWN @ BOULEVARD NAPOLEON,24 HOURS,KYTC,2, 1379703840617,
-85.8073501865495,38.2555617278827,1048,MPW002856,SIG002856,LOUIS COLEMAN JR,VERMONT,M,,,LOUIS COLEMAN JR @ VERMONT,24 HOURS,METRO,3,28216E9856851,
-85.7195613739217,38.2604618898687,1049,MPW007208,SIG007208,BROWNSBORO,STORY,S,US 42,0.83,BROWNSBORO @ STORY,24 HOURS,KYTC,3, 1653807246183,
-85.7450383986498,38.2483945086779,1050,MPW000550,SIG000550,CHESTNUT,JACKSON,S,KY 61,12.486,CHESTNUT @ JACKSON,24 HOURS,KYTC,3, 1643811133292,
-85.6976199257629,38.2262570855858,1051,MPW018019,SIG007988,ALFRESCO,BARDSTOWN,S,US 31E,,ALFRESCO @ BARDSTOWN,24 HOURS,KYTC,2, 1376900580384,
-85.7144790102288,38.2348418338262,1052,MPW018035,SIG007184,BARDSTOWN,CHEROKEE,S,US 31E,,BARDSTOWN @ CHEROKEE,24 HOURS,KYTC,2, 1607703841099,
-85.6123065900984,38.2688142881853,1053,MPW012614,SIG012614,HERR,WESTLYNNE,M,,,HERR @ WESTLYNNE,24 HOURS,METRO,3,  438629018196,
-85.8853669037762,38.1013380408384,1054,MPW000288,SIG000288,JANNA,MARILEE,M,,,JANNA @ MARILEE,24 HOURS,METRO,3, 2255733154200,
-85.6679139438455,38.2982372995329,1055,MPW009477,SIG009477,RIVER,WATERGLEN,M,,,RIVER @ WATERGLEN,24 HOURS,METRO,3, 245728199D932,
-85.7285353793857,38.2457024607725,1056,MPW018042,SIG006911,BAXTER,ROGERS,S,US 31E,16.185,BAXTER @ ROGERS,24 HOURS,KYTC,2, 1556604175583,
-85.7292284153429,38.2493835067114,1057,MPW006925,SIG006925,COOPER,LEXINGTON,M,,,COOPER @ LEXINGTON,24 HOURS,METRO,4, 1553912713838,
-85.7264535368426,38.2430250348384,1058,MPW018044,SIG006911,BAXTER,BRECKINRIDGE,S,US 31E,16.185,BAXTER @ BRECKINRIDGE,24 HOURS,KYTC,2, 1557504170657,
-85.7015658522744,38.2287833175023,1059,MPW018022,SIG007833,BARDSTOWN,DEER PARK,S,US 31E,14.174,BARDSTOWN @ DEER PARK,24 HOURS,KYTC,2, 1368403841551,
-85.7100131317791,38.2323798047445,1060,MPW018030,SIG007413,BARDSTOWN,EASTERN,S,US 31E,,BARDSTOWN @ EASTERN,24 HOURS,KYTC,2, 1517403841835,
-85.5702878686248,38.167621917563,1061,MPW015000,SIG015000,BILLTOWN,MARY DELL,S,KY-1819,,BILLTOWN @ MARY DELL,24 HOURS,KYTC,3,  898201884236,
-85.5297115774621,38.229213429657,1062,MPW016651,SIG016651,ELLINGSWORTH,TUCKER STATION,M,,,ELLINGSWORTH @ TUCKER STATION,24 HOURS,METRO,3,   83719126551,
-85.719270956101,38.2374750715636,1063,MPW018032,SIG007184,BARDSTOWN,PATTERSON,S,US 31E,15.3,BARDSTOWN @ PATTERSON,24 HOURS,KYTC,2, 1605003844985,
-85.7178496991632,38.2366962137867,1064,MPW018033,SIG007184,BARDSTOWN,BEECHWOOD,S,US 31E,,BARDSTOWN @ BEECHWOOD,24 HOURS,KYTC,2, 1605903840464,
-85.7274264191204,38.2442760120502,1065,MPW018043,SIG006911,BAXTER,BROADWAY,S,US 31E,16.185,BAXTER @ BROADWAY,24 HOURS,KYTC,2, 1557304170701,
-85.8647141001222,38.0876512847921,1066,MPW001904,SIG001904,DEERING HEIGHTS,WOODRIDGE,S,,,DEERING HEIGHTS @ WOODRIDGE,24 HOURS,KYTC,3, 2305815507298,
-85.6514048710067,38.2525714020191,1067,MPW010426,SIG010426,FAIRFAX,SHELBYVILLE,S,US-60,3.8,FAIRFAX @ SHELBYVILLE,24 HOURS,KYTC,3,  257421125940,
-85.7237597922785,38.2399430307035,1068,MPW018036,SIG007065,BARDSTOWN,BAXTER,S,US 31E,,BARDSTOWN @ BAXTER,24 HOURS,KYTC,2, 1602803840417,
-85.7241678195866,38.2402153589623,1069,MPW018040,SIG007038,BARDSTOWN,BAXTER,S,US 31E,,BARDSTOWN @ BAXTER,24 HOURS,KYTC,2, 1602803840417,
-85.7130809690377,38.2340703554777,1070,MPW018028,SIG007413,BARDSTOWN,MIDLAND,S,US 31E,14.897,BARDSTOWN @ MIDLAND,24 HOURS,KYTC,2, 1608003844370,
-85.8136294597597,38.2573767963455,1071,MPW002592,SIG002592,AMY,MUHAMMAD ALI,M,,,AMY @ MUHAMMAD ALI,24 HOURS,METRO,3, 1267201087012,
-85.7180808737716,38.2602946819187,1072,MPW007281,SIG007281,BROWNSBORO,MELLWOOD,S,US 42,0.9,BROWNSBORO @ MELLWOOD,24 HOURS,KYTC,3, 1653907244326,
-85.7589383442556,38.2429982472317,1073,MPW000824,SIG000824,GOLDEN RULE,4TH,M,,,GOLDEN RULE @ 4TH,24 HOURS,METRO,3,29323F3222305,
-85.7738612668632,38.2348550261148,1074,MPW004798,SIG004798,ORMSBY,12TH,S,,,ORMSBY @ 12TH,24 HOURS,KYTC,3, 1346548036566,
-85.5584171880988,38.2531957596948,1075,MPW015714,SIG015714,DORSEY,WATERLOO,S,,,DORSEY @ WATERLOO,24 HOURS,KYTC,3, 242551660D811,
-85.7932536138457,38.2214249065694,1076,MPW003551,SIG003551,BERNHEIM,DIXIE,S,US 31,17.51,BERNHEIM @ DIXIE,24 HOURS,KYTC,3, 1394305041612,
-85.7086174058529,38.231740753245,1077,MPW018031,SIG007413,BARDSTOWN,SHERWOOD,S,US 31E,,BARDSTOWN @ SHERWOOD,24 HOURS,KYTC,2, 1517603845965,
-85.638462374442,38.2319981256642,1078,MPW011171 ,SIG011171 ,BRECKENRIDGE LN,DUTCHMANS LN,S,KY-1932,3.8,BRECKENRIDGE LN @ DUTCHMANS LN,24 HOURS,KYTC,1,  532306561717,
-85.811512023918,38.1872921439157,1079,MPW031109,SIG031109,DIXIE HWY,I 264 WEST RAMP,S,US-31W,14.96,DIXIE HWY @ I 264 WEST RAMP,24 HOURS,KYTC,1, 1806828949995,
-85.519245219639,38.1874677843891,1080,MPW015523,SIG015523,TAYLORSVILLE RD,PLEASANT GLEN DR,S,KY-155,6.625,TAYLORSVILLE RD @ PLEASANT GLEN DR,24 HOURS,KYTC,1,  81666394D188,
-85.5558410364876,38.086650294306,1081,MPW031241,SIG031241,BARDSTOWN RD,BROAD RUN PKY,S,US-31E,0.787,BARDSTOWN RD @ BROAD RUN PKY,24 HOURS,KYTC,1,28937F247D258,
-85.5656197455865,38.1007037228464,1082,MPW031240,SIG031240,BARDSTOWN RD,THIXTON LN,S,US-31E,1.925,BARDSTOWN RD @ THIXTON LN,24 HOURS,KYTC,1, 1008903846465,
-85.7535417086318,38.2548775666529,1083,MPW005889,SIG005889,MARKET ST,S 2ND ST,S,US-31W,22.035,MARKET ST @ S 2ND ST,24 HOURS,KYTC,1, 1676242145872,
-85.502956803901,38.2692603640584,1084,MPW0030842,SIG0030842,OLD HENRY RD,I 265 SB RAMP,S,KY-3084,1.038,OLD HENRY RD @ I 265 SB RAMP,24 HOUR,KYTC,1,   76547569996,
-85.5357485183874,38.186034877007,1085,MPW018018,SIG018018,TAYLORSVILLE RD,OLD HEADY RD,S,KY-155,7.55,TAYLORSVILLE RD @ OLD HEADY RD,24HRS,KYTC,1, 1083147556394,
-85.6086640437575,38.2742948818017,1086,MPW014474,SIG014474,WESTPORT RD,ORMSBY LN,S,KY-1447,3.04,WESTPORT @ ORMSBY,24 HOUR,KYTC,1,433648057132,
-85.5466714248327,38.1477681748832,1087,MPW000001,SIG000001,BILLTOWN RD,I 265 RAMP,S,KY-1819,5.29,BILLTOWN RD @ I 265 RAMP,24 HOURS,KYTC,1,  822801889996,
-85.4957218454836,38.2719824490832,1088,MPW000002,SIG000002,OLD HENRY RD,TERRA CROSSING BLVD,S,KY-3084,1.48,OLD HENRY @ TERRA CROSSING BLVD,24 HOURS,KYTC,1,2834756E294,
-85.5510472221127,38.2968546020153,1089,MPW000003,SIG000003,WESTPORT RD,I 265 RAMP,S,KY-1447,6.47,WESTPORT RD @ I 265 RAMP,24 HOURS,KYTC,1,  698671329996,
-85.6145171731931,38.1258081945148,1090,MPW000004,SIG000004,BEULAH CHURCH RD,I 265 RAMP,S,KY-864,3.45,BEULAH CHURCH RD @ I 265 RAMP,24 HOURS,KYTC,1,  978905189996,
-85.6979417389295,38.2757337568864,1091,MPW031242,SIG031242,ZORN AVE,I 71 RAMP,S,,,,,KYTC,1, 1217075539999,3506
