,longitude,latitude,row_ID,unit_ID,sig_ID,main_street,cross_street,route,milepoint,times,owner,type,int_ID,ATMSID
723,-85.720984977079,38.2384191155401,724,MPW007145,SIG007145,BARDSTOWN,GRINSTEAD,US-31E,15.423,24 HOURS,KYTC,1, 1604203842663,
724,-85.7223694860418,38.2377933474065,725,MPW007105,SIG007105,BAXTER,GRINSTEAD,KY-1703,5.487,24 HOURS,KYTC,1, 1604604172663,
725,-85.7155149097654,38.23541420592,726,MPW007315,SIG007315,BARDSTOWN,LONGEST,US-31E,15.06,24 HOURS,KYTC,1, 1606703843932,
726,-85.7164098589241,38.2359010393358,727,MPW017871,SIG017871,BARDSTOWN,LONGEST,US-31E,15.119,24 HOURS,KYTC,1, 1606703843932,
727,-85.715292841268,38.2289364438757,728,MPW007318,SIG007318,BAXTER,EASTERN,US-60,6.44,24 HOURS,KYTC,1, 1611804171835,
728,-85.7525323949326,38.2292623361608,729,MPW005920,SIG005920,FLOYD,WOODBINE,,,24 HOURS,METRO,1, 1614322547266,
729,-85.7422658396929,38.2247940023741,730,MPW006371,SIG006371,BURNETT,SHELBY,,,24 HOURS,METRO,1, 1618707745937,
730,-85.7479398258671,38.2197529715615,731,MPW006115,SIG006115,BRANDEIS,PRESTON,KY-61,10.652,24 HOURS,KYTC,1, 1621906475143,
731,-85.7390289957239,38.2397654579147,732,MPW006544,SIG006544,BRECKINRIDGE,LOGAN,KY-864,15.071,24 HOURS,KYTC,1, 1630606573921,
732,-85.7423122684396,38.2522449234747,733,MPW006399,SIG006399,HANCOCK,JEFFERSON,,,24 HOURS,METRO,1, 1639127963326,
733,-85.7402937886246,38.2520224943536,734,MPW006495,SIG006495,CLAY,JEFFERSON,,,24 HOURS,METRO,1, 1639211673326,
734,-85.7411459893329,38.2471357865594,735,MPW006454,SIG006454,CHESTNUT,CLAY,,,24 HOURS,METRO,1, 1644511131167,
735,-85.7533839416816,38.2457213902667,736,MPW005897,SIG005897,W BROADWAY,S 1ST ST,US-150,2.655,24 HOURS,KYTC,1, 1646607010702,
736,-85.7517193871876,38.2455982791172,737,MPW005986,SIG005986,BROADWAY,BROOK,US-150,2.729,24 HOURS,KYTC,1, 1647007010707,
737,-85.7168732685735,38.260134430328,738,MPW007280,SIG007280,BROWNSBORO,MELLWOOD,US-42,1.022,24 HOURS,KYTC,1, 1653907244326,
738,-85.7644621089627,38.2400420601039,739,MPW005398,SIG005398,KENTUCKY,7TH,,,24 HOURS,METRO,1, 1665835325899,
739,-85.7544876926878,38.2585311893549,740,MPW005864,SIG005864,RIVER,3RD,KY-3077,0.362,24 HOURS,KYTC,1, 1669055296437,
740,-85.7581839973891,38.2568063448166,741,MPW005733,SIG005733,5TH,MAIN,US-31W,21.842,24 HOURS,KYTC,1, 1670922074139,
741,-85.7567904597133,38.2552374424917,742,MPW005789,SIG005789,4TH,MARKET,US-31W,21.86,24 HOURS,KYTC,1, 1671823054214,
742,-85.7621255415506,38.2536114698958,743,MPW005548,SIG005548,LIBERTY,7TH,,,24 HOURS,METRO,1, 1672738455899,
743,-85.7571557284034,38.2530765693912,744,MPW005775,SIG005775,4TH,LIBERTY,,,24 HOURS,METRO,1, 1673223053845,
744,-85.7641153464397,38.2518681757445,745,MPW005443,SIG005443,8TH,MUHAMMAD ALI,,,24 HOURS,METRO,1, 1674018857012,
745,-85.7574916691659,38.2511397307659,746,MPW005760,SIG005760,4TH,MUHAMMAD ALI,,,24 HOURS,METRO,1, 1674723057012,
746,-85.7520540465145,38.2532977197414,747,MPW005968,SIG005968,1ST,JEFFERSON,,,24 HOURS,METRO,1, 1676922233326,
747,-85.7504029203978,38.2531163979596,748,MPW006060,SIG006060,BROOK,JEFFERSON,I-65,3.624,24 HOURS,KYTC,1, 1677007073326,
748,-85.7542746237195,38.2507873709086,749,MPW005868,SIG005868,2ND,MUHAMMAD ALI,KY-1020,12.437,24 HOURS,KYTC,1, 1677858727012,
749,-85.7515576333132,38.2504919908082,750,MPW006005,SIG006005,BROOK,MUHAMMAD ALI,,,24 HOURS,METRO,1, 1678107077011,
750,-85.7697681682625,38.2580812154326,751,MPW005069,SIG005069,MAIN,12TH,US-31W,21.208,24 HOURS,KYTC,1, 1678841396565,
751,-85.7690727451083,38.2524143558986,752,MPW005111,SIG005111,11TH,MUHAMMAD ALI,,,24 HOURS,METRO,1, 1682518997012,
752,-85.6885470134708,38.1578636108107,753,MPW008473,SIG008473,FERN VALLEY,JEANINE,KY-1747,2.4,24 HOURS,KYTC,1,2,
753,-85.7241927006401,38.1863382430675,754,MPW007036,SIG007036,DURRETT,PRESTON,KY-61,7.888,24 HOURS,KYTC,1, 1811817155144,
754,-85.7172274614772,38.1789070658932,755,MPW007230,SIG007230,PRESTON,I 65 RAMP,KY-61,7.245,24 HOURS,KYTC,1, 1827051449998,
755,-85.7825733919714,38.1750928191835,756,MPW004156,SIG004156,BROOKLINE,TAYLOR,KY-1865,4.715,24 HOURS,KYTC,1, 1836907116392,
756,-85.712739921356,38.1746708677713,757,MPW007388,SIG007388,ALDER,PRESTON,KY-61,6.874,24 HOURS,KYTC,1, 1841600525144,
757,-85.6849316990223,38.17158347747,758,MPW008643,SIG008643,INDIAN,POPLAR LEVEL,KY-864,9.22,24 HOURS,KYTC,1,2,
758,-85.7687348522254,38.1674091911329,759,MPW005019,SIG005019,INVERNESS,3RD,,,24 HOURS,METRO,1, 1863331676438,
759,-85.797947939551,38.1604851505418,760,MPW003192,SIG003192,MANSLICK,MELODY,,,24 HOURS,METRO,1, 1878441634328,
760,-85.7752624604412,38.1458222590143,761,MPW004603,SIG004603,NEW CUT,3RD STREET,KY-1865,2.668,24 HOURS,KYTC,1, 1899545536440,
761,-85.697122498963,38.1361954946134,762,MPW007986,SIG007986,MINOR,OUTER,KY-1065,5.47,24 HOURS,KYTC,1, 1926144064815,
762,-85.7477348792727,38.1125790028848,763,MPW006052,SIG006052,FAIRDALE,NATIONAL,KY-1020,2.66,24 HOURS,KYTC,1, 1976421114535,
763,-85.7831061748086,38.1941710094847,764,MPW004141,SIG004141,CARLISLE,TAYLOR,KY-1865,6.05,24 HOURS,KYTC,1, 2006109646392,
764,-85.7845870067457,38.1519390079539,765,MPW003993,SIG003993,BRUCE,PALATKA,KY-1142,0.991,24 HOURS,KYTC,1, 2027407304939,
765,-85.7319095416391,38.1571697842908,766,MPW006746,SIG006746,FERN VALLEY,GRADE,KY-1747,0.0,24 HOURS,KYTC,1, 2067821902594,
766,-85.7656264978163,38.1525361150164,767,MPW005201,SIG005201,NATIONAL,SOUTHSIDE,KY-1020,7.04,24 HOURS,KYTC,1, 2078045356068,
767,-85.7717546991732,38.1487486352877,768,MPW004811,SIG004811,PALATKA,SOUTHSIDE,KY-907,6.598,24 HOURS,KYTC,1, 2079749396068,
768,-85.7509109335445,38.1940268624609,769,MPW005959,SIG005959,CRITTENDEN,HURON,KY-1631,0.421,24 HOURS,KYTC,1, 2100313423034,
769,-85.8345669873011,38.1561302304832,770,MPW001726,SIG001726,DIXIE,LOWER HUNTERS,US-31W,12.44,24 HOURS,KYTC,1, 2182216123969,
770,-85.8556941135605,38.1212128387791,771,MPW001105,SIG001105,DIXIE,JOHNSONTOWN,US-31W,9.75,24 HOURS,KYTC,1, 2226116123355,
771,-85.8625182396383,38.1132928718707,772,MPW000877,SIG000877,CITATION,DIXIE,US-31W,9.1,24 HOURS,KYTC,1, 2239111471612,
772,-85.8340021799741,38.1573664174612,773,MPW001735,SIG001735,BLANTON,DIXIE,US-31W,12.54,24 HOURS,KYTC,1, 2295205511612,
773,-85.8369317712681,38.1506123715058,774,MPW001649,SIG001649,DIXIE,ST PAULS CHURCH,US-31W,12.02,24 HOURS,KYTC,1, 2298216125808,
774,-85.8194032200223,38.1518190083912,775,MPW002202,SIG002202,BLANTON,ST ANDREWS CHURCH,KY-1931,4.41,24 HOURS,KYTC,1, 2302505515780,
775,-85.8865674044476,38.0623033376878,776,MPW000184,SIG000184,DIXIE,PENDLETON,US-31W,5.29,24 HOURS,KYTC,1, 2317316125018,
776,-85.8233288395305,38.1743373014829,777,MPW002066,SIG002066,DIXIE,ROCKFORD,US-31W,13.84,24 HOURS,KYTC,1, 2369016125560,
777,-85.7678366763655,38.2357241905174,778,MPW005159,SIG005159,OAK,9TH STREET RAMP,,,24 HOURS,METRO,1, 995464719E701,
778,-85.5797992716728,38.2560321290784,779,MPW017849,SIG017849,PORTER,HURSTBOURNE,KY-1747,14.25,24 HOURS,KYTC,1,27931E9179125,
779,-85.8118342323617,38.2302843770457,780,MPW002654,SIG002654,LOUIS COLEMAN JR,YOUNG,,,24 HOURS,METRO,1,28185E9857435,
780,-85.6515522150405,38.1781051261895,781,MPW017880,SIG017880,PROGRESS,BUECHEL BANK,,,24 HOURS,METRO,1,2,
781,-85.7276569854752,38.235737845784,782,MPW006964,SIG006964,BARRET,OAK,,,24 HOURS,METRO,1, 1515703954718,
782,-85.68790093791,38.2453764179022,783,MPW008569,SIG008569,ALTA VISTA,LEXINGTON,US-60,8.746,24 HOURS,KYTC,1, 1524400893838,
783,-85.7952666098518,38.2164695178028,784,MPW003410,SIG003410,DIXIE,WATHEN,US-31W,17.18,24 HOURS,KYTC,1, 1542316127057,
784,-85.7761945356168,38.2063366541304,785,MPW004623,SIG004623,CENTRAL,TAYLOR,US-60,2.293,24 HOURS,KYTC,1, 1544510416392,
785,-85.7655685340343,38.205159724976,786,MPW005276,SIG005276,CENTRAL,4TH,,,24 HOURS,METRO,1, 1545210412305,
786,-85.7329419211339,38.2512029949243,787,MPW006785,SIG006785,BAXTER,CHESTNUT,US-31,15.997,24 HOURS,KYTC,1, 1553404171113,
787,-85.7317104926643,38.2497806431558,788,MPW006828,SIG006828,BAXTER,LIBERTY,US-31E,16.422,24 HOURS,KYTC,1, 1553804173844,
788,-85.7633792216722,38.2464488529463,789,MPW005479,SIG005479,BROADWAY,7TH,US-150,2.06,24 HOURS,KYTC,1, 1555507025899,
789,-85.7583845237219,38.2460867161714,790,MPW005711,SIG005711,BROADWAY,4TH,US-150,2.381,24 HOURS,KYTC,1, 1556007022305,
790,-85.7316132130084,38.197660260452,791,MPW006790,SIG006790,PHILLIPS,PRESTON,KY-61,8.768,24 HOURS,KYTC,1, 1568850515144,
791,-85.693947774154,38.2245780367361,792,MPW008246,SIG008246,BARDSTOWN,DOUGLASS,US-31E,13.643,24 HOURS,KYTC,1, 1587203841665,
792,-85.7508968445595,38.2259746746852,793,MPW006013,SIG006013,BURNETT,HILL,,,24 HOURS,METRO,1, 1617807742933,
793,-85.7504709814239,38.2409654034291,794,MPW006047,SIG006047,BRECKINRIDGE,FLOYD,,,24 HOURS,METRO,1, 1628306572254,
794,-85.7463969463564,38.2405307150882,795,MPW006189,SIG006189,BRECKINRIDGE,JACKSON,KY-61,11.967,24 HOURS,KYTC,1, 1629106573292,
795,-85.7509939007007,38.2380025546322,796,MPW006019,SIG006019,FLOYD,KENTUCKY,,,24 HOURS,METRO,1, 1633922543531,
796,-85.7488354075666,38.2377692036129,797,MPW006103,SIG006103,KENTUCKY,PRESTON,KY-61,11.84,24 HOURS,KYTC,1, 1634335315143,
797,-85.732439444727,38.2418785193338,798,MPW006795,SIG006795,BARRET,ST ANTHONY,,,24 HOURS,METRO,1, 1636303955781,
798,-85.7445699001732,38.2511199108463,799,MPW006287,SIG006287,JACKSON,LIBERTY,KY-61,12.7,24 HOURS,KYTC,1, 1639732923844,
799,-85.7425501955323,38.2509002864775,800,MPW006379,SIG006379,HANCOCK,LIBERTY,,,24 HOURS,METRO,1, 1639927963844,
800,-85.7395146769482,38.24468590423,801,MPW006524,SIG006524,BROADWAY,SHELBY,US-150,3.404,24 HOURS,KYTC,1, 1648007015937,
801,-85.7166628004897,38.2568060913674,802,MPW007285,SIG007285,FRANKFORT,POPE,US-60,0.123,24 HOURS,KYTC,1, 1657223235117,
802,-85.7605904164878,38.2420553582947,803,MPW005613,SIG005613,BRECKINRIDGE,5TH,,,24 HOURS,METRO,1, 1664906582207,
803,-85.7553759519779,38.2536621000608,804,MPW005831,SIG005831,JEFFERSON,3RD,KY-1020,12.638,24 HOURS,METRO,1, 1669433276438,
804,-85.7631551530405,38.2573512287977,805,MPW005502,SIG005502,8TH,MAIN,US-31W,21.57,24 HOURS,KYTC,1, 1670418844139,
805,-85.7614924974142,38.2571657488114,806,MPW005579,SIG005579,MAIN,7TH,US-31W,21.66,24 HOURS,KYTC,1, 1670541395898,
806,-85.7584285033636,38.2554145525189,807,MPW005718,SIG005718,5TH,MARKET,US-31W,21.76,24 HOURS,KYTC,1, 1671622074214,
807,-85.7636335908327,38.2545710186552,808,MPW005473,SIG005473,8TH,JEFFERSON,,,24 HOURS,METRO,1, 1672218853327,
808,-85.7501508620962,38.2545079256253,809,MPW006070,SIG006070,BROOK,MARKET,US-31W,17.567,24 HOURS,KYTC,1, 1676407074213,
809,-85.7650343063766,38.2561435243598,810,MPW005382,SIG005382,MARKET,ROY WILKINS,US-31W,21.356,24 HOURS,KYTC,1, 1688142146207,
810,-85.7651241953695,38.2547342396409,811,MPW005375,SIG005375,JEFFERSON,ROY WILKINS,,,24 HOURS,METRO,1, 1688333276207,
811,-85.8023680847473,38.2316037610824,812,MPW003048,SIG003048,CATALPA,WILSON,,,24 HOURS,METRO,1, 1697810117212,
812,-85.8043247708321,38.2724034338948,813,MPW003018,SIG003018,BANK,35TH,KY-3082,0.313,24 HOURS,KYTC,1, 1718203706447,
813,-85.8211122612106,38.2441892436625,814,MPW002216,SIG002216,CECIL,GREENWOOD,,,24 HOURS,METRO,1, 1738810262651,
814,-85.7667094785143,38.1892431589077,815,MPW005170,SIG005170,SOUTHERN HEIGHTS,SOUTHERN,KY-1020,8.354,24 HOURS,KYTC,1, 1775160516052,
815,-85.76678200109,38.1939484203144,816,MPW005178,SIG005178,SOUTHERN,WHITNEY,KY-1020,8.674,24 HOURS,KYTC,1, 1780160527175,
816,-85.7507207266029,38.1886702091766,817,MPW005966,SIG005966,CRITTENDEN,I 264 RAMP,KY-1631,0.0,24 HOURS,KYTC,1, 1804213429995,
817,-85.698306021098,38.1827267088912,818,MPW007967,SIG007967,GILMORE,POPLAR LEVEL,KY-864,10.28,24 HOURS,KYTC,1, 1818825275123,
818,-85.7988541644191,38.1789431922217,819,MPW003160,SIG003160,BLUEGRASS,HOBART,KY-1931,7.196,24 HOURS,KYTC,1, 1824505722766,
819,-85.7680049840775,38.1714845851568,820,MPW005066,SIG005066,SOUTHLAND,3RD,,,24 HOURS,METRO,1, 1853360576438,
820,-85.7647199101029,38.1711457926272,821,MPW005292,SIG005292,SOUTHLAND,SOUTHSIDE,KY-1020,6.975,24 HOURS,KYTC,1, 1854560576068,
821,-85.7065817155142,38.1687640555731,822,MPW007639,SIG007639,INDIAN,PRESTON,KY-61,6.34,24 HOURS,KYTC,1, 1862231495144,
822,-85.7538139632808,38.139271631228,823,MPW005809,SIG005809,NATIONAL,PATRICK HENRY,KY-1020,4.61,24 HOURS,KYTC,1, 1915345354696,
823,-85.7371124399381,38.1299521486613,824,MPW006526,SIG006526,GRADE,OUTER,KY-1065,3.19,24 HOURS,KYTC,1, 1943725944815,
824,-85.6745217710657,38.10869278644,825,MPW009028,SIG009028,PRESTON,I 265 RAMP,KY-61,1.79,24 HOURS,KYTC,1, 1984051449996,
825,-85.7834315238713,38.1895509351831,826,MPW004107,SIG004107,TAYLOR,I 264 RAMP,KY-1865,5.731,24 HOURS,KYTC,1, 2008763929995,
826,-85.7503526766883,38.1831879582788,827,MPW005991,SIG005991,CRITTENDEN,NEVADA,,,24 HOURS,METRO,1, 2015313424548,
827,-85.7819466845038,38.126663122155,828,MPW017863,SIG017863,CANDLEWORTH,OUTER,KY-1065,6.85,24 HOURS,KYTC,1, 2053213824815,
828,-85.725139777351,38.1588550498996,829,MPW006992,SIG006992,GRADE,WORLDPORT,,,24 HOURS,METRO,1,206552594F275,
829,-85.8053282506889,38.193618878733,830,MPW002889,SIG002889,PARK,7TH STREET,US-60A,0.0,24 HOURS,KYTC,1, 2092849655900,
830,-85.7484753594621,38.1236385968603,831,MPW006029,SIG006029,GLENGARRY,NATIONAL,KY-1020,3.45,24 HOURS,KYTC,1, 2111325564535,
831,-85.8476904566373,38.1578358620362,832,MPW001400,SIG001400,LOWER HUNTERS,UPPER HUNTERS,,,24 HOURS,METRO,1, 2180739696709,
832,-85.8395884930818,38.1434911020982,833,MPW001574,SIG001574,GREENWOOD,ST ANDREWS CHURCH,US-31W,11.52,24 HOURS,KYTC,1, 2294626535780,
833,-85.8696549926643,38.1029709028575,834,MPW000622,SIG000622,ASHBY,BARRETT,US-31W,8.27,24 HOURS,KYTC,1, 2310201870396,
834,-85.8519960646138,38.1440347890491,835,MPW001254,SIG001254,GREENWOOD,SKY BLUE,KY-1931,2.45,24 HOURS,KYTC,1, 2350426536012,
835,-85.8712449709051,38.1746068349223,836,MPW000624,SIG000624,GREENBELT,RAGGARD,KY-1934,6.617,24 HOURS,KYTC,1, 275218324E664,
836,-85.8115258423038,38.2323582624632,837,MPW002673,SIG002673,LOUIS COLEMAN JR,SOUTHERN,,,24 HOURS,METRO,1,28192E9856282,
837,-85.5232785460581,38.2448226343766,838,MPW018009,SIG018009,WOODED FALLS,OLD SHELBYVILLE,US-60,10.92,24 HOURS,KYTC,1,   31628954763,
838,-85.5250490665711,38.2880376487381,839,MPW018007,SIG018007,WYNMEADE,WINCHESTER ACRES,,,24 HOURS,METRO,1,  1062D572D638,
839,-85.7311981915335,38.2402861023121,840,MPW006842,SIG006842,BARRET,BRECKINRIDGE,,,24 HOURS,METRO,1, 1512803950657,
840,-85.7115837138719,38.2307598286043,841,MPW007475,SIG007475,EASTERN,NORRIS,US-60,6.677,24 HOURS,KYTC,1, 1518218354591,
841,-85.7061337902667,38.2536157784161,842,MPW007685,SIG007685,CLIFTON,FRANKFORT,US-60,0.778,24 HOURS,KYTC,1, 1520111852323,
842,-85.7080402776065,38.199235323138,843,MPW007603,SIG007603,POPLAR LEVEL,TAYLOR,KY-864,11.568,24 HOURS,KYTC,1, 1541351236391,
843,-85.7362656900778,38.251583255182,844,MPW006655,SIG006655,CAMPBELL,JEFFERSON,,,24 HOURS,METRO,1, 1553209243326,
844,-85.7683267219946,38.2471123868248,845,MPW005145,SIG005145,BROADWAY,10TH,US-150,1.83,24 HOURS,KYTC,1, 1554907026413,
845,-85.7630776115559,38.2481968448912,846,MPW005494,SIG005494,MAGAZINE,7TH,,,24 HOURS,METRO,1, 1555441285899,
846,-85.7550519834368,38.2458444362537,847,MPW005836,SIG005836,BROADWAY,2ND,US-150,2.559,24 HOURS,KYTC,1, 1556307025872,
847,-85.7470787672138,38.2124722103827,848,MPW006139,SIG006139,BRADLEY,EASTERN,US-60,4.281,24 HOURS,KYTC,1, 1574506371835,
848,-85.76118180063,38.2205603624917,849,MPW005559,SIG005559,CARDINAL,3RD,KY-1020,10.323,24 HOURS,KYTC,1, 1576533446438,
849,-85.7597905443541,38.2204111775829,850,MPW005626,SIG005626,CARDINAL,2ND,KY-1020,10.32,24 HOURS,KYTC,1, 1576633445872,
850,-85.8064559050331,38.1945188253053,851,MPW002839,SIG002839,DIXIE,PARK,US-31W,15.55,24 HOURS,KYTC,1, 1580316124965,
851,-85.7140836106097,38.2361808869748,852,MPW007380,SIG007380,CHEROKEE,LONGEST,,,24 HOURS,METRO,1, 1606011003932,
852,-85.7483254843401,38.2407334197885,853,MPW006117,SIG006117,BRECKINRIDGE,PRESTON,KY-61,12.05,24 HOURS,KYTC,1, 1628806575143,
853,-85.7530132297299,38.2382199774869,854,MPW005905,SIG005905,BROOK,KENTUCKY,,,24 HOURS,METRO,1, 1633507073531,
854,-85.7400527897801,38.2534105955312,855,MPW006506,SIG006506,CLAY,MARKET,US-31W,17.047,24 HOURS,KYTC,1, 1638411674213,
855,-85.7463421883186,38.2526842784203,856,MPW006201,SIG006201,JEFFERSON,PRESTON,KY-61,12.885,24 HOURS,KYTC,1, 1638733265143,
856,-85.7407669479042,38.24932604699,857,MPW006468,SIG006468,CLAY,MUHAMMAD ALI,,,24 HOURS,METRO,1, 1641511677011,
857,-85.7544469869669,38.2497042024296,858,MPW005860,SIG005860,GUTHRIE,2ND,KY-1020,12.634,24 HOURS,KYTC,1, 1642326735872,
858,-85.74518012611,38.2475826733586,859,MPW006254,SIG006254,CHESTNUT,JACKSON,KY-61,12.458,24 HOURS,KYTC,1, 1643811133292,
859,-85.7371089997912,38.2466958314874,860,MPW006620,SIG006620,CAMPBELL,CHESTNUT,,,24 HOURS,METRO,1, 1645209241113,
860,-85.7456009093798,38.2451433153416,861,MPW006230,SIG006230,BROADWAY,JACKSON,US-150,3.074,24 HOURS,KYTC,1, 1647607013292,
861,-85.7102744533241,38.2547427808335,862,MPW007564,SIG007564,BELLAIRE,FRANKFORT,US-60,0.532,24 HOURS,KYTC,1, 1659704702323,
862,-85.7562452961773,38.2586967493374,863,MPW005811,SIG005811,4TH,RIVER,KY-3077,0.625,24 HOURS,KYTC,1, 1669723045529,
863,-85.7600848962286,38.25559432046,864,MPW005653,SIG005653,MARKET,6TH,US-31W,21.655,24 HOURS,KYTC,1, 1671542146009,
864,-85.761981033256,38.2543866170473,865,MPW005551,SIG005551,JEFFERSON,7TH,,,24 HOURS,METRO,1, 1672333275899,
865,-85.760325965402,38.2542066874842,866,MPW005635,SIG005635,JEFFERSON,6TH,,,24 HOURS,METRO,1, 1672433276009,
866,-85.7518089796182,38.2546889897957,867,MPW005994,SIG005994,1ST,MARKET,US-31W,17.669,24 HOURS,KYTC,1, 1676322234213,
867,-85.7522005840999,38.2525314857257,868,MPW005948,SIG005948,1ST,LIBERTY,,,24 HOURS,METRO,1, 1677322233844,
868,-85.7694597431906,38.2502281812263,869,MPW005087,SIG005087,CHESTNUT,11TH,,,24 HOURS,METRO,1, 1683511141899,
869,-85.7903740791487,38.2712175947703,870,MPW003804,SIG003804,PORTLAND,26TH,KY-3064,0.445,24 HOURS,KYTC,1, 1708451296583,
870,-85.8213708993251,38.2503492157856,871,MPW002210,SIG002210,BROADWAY,CECIL,,,24 HOURS,METRO,1, 1734207021026,
871,-85.8208657961424,38.2469025765586,872,MPW002223,SIG002223,CECIL,GARLAND,,,24 HOURS,METRO,1, 1736610262482,
872,-85.7649629181214,38.1939734229205,873,MPW005319,SIG005319,3RD,WHITNEY,,,24 HOURS,METRO,1, 1779964387175,
873,-85.7667270286058,38.1911473425909,874,MPW005176,SIG005176,FLORENCE,SOUTHERN,KY-1020,8.484,24 HOURS,KYTC,1, 1793022506052,
874,-85.8099819127408,38.1894041779008,875,MPW002691,SIG002691,DIXIE,GARRS,US-31W,15.12,24 HOURS,KYTC,1, 1798616122488,
875,-85.801232926941,38.1892261732276,876,MPW003055,SIG003055,CRUMS,MANSLICK,KY-1931,7.919,24 HOURS,KYTC,1, 1799513584163,
876,-85.7648814947348,38.1891693660976,877,MPW005313,SIG005313,SOUTHERN HEIGHTS,3RD,I-264,0.087,24 HOURS,KYTC,1, 1801260516438,
877,-85.7184609825157,38.1800975486793,878,MPW007188,SIG007188,GRADE,PRESTON,KY-61,7.358,24 HOURS,KYTC,1, 1824225945144,
878,-85.6941992272307,38.1803955727297,879,MPW008187,SIG008187,POPLAR LEVEL,POPLAR PLACE,KY-864,10.08,24 HOURS,KYTC,1, 182435123D568,
879,-85.691935954013,38.1791903630664,880,MPW008306,SIG008306,POPLAR LEVEL,PRODUCE,KY-864,9.87,24 HOURS,KYTC,1,2,
880,-85.7670535183585,38.1769250466879,881,MPW005130,SIG005130,3RD,TENNY,KY-1020,7.47,24 HOURS,KYTC,1, 1831164386602,
881,-85.6817420064699,38.1672777552962,882,MPW008752,SIG008752,POPLAR LEVEL,RANGELAND,KY-864,8.88,24 HOURS,KYTC,1,2,
882,-85.6992487979043,38.1608787429751,883,MPW018010,SIG018010,FOREST,PRESTON,KY-61,5.67,24 HOURS,KYTC,1, 1878522725144,
883,-85.7769894867965,38.1216755209753,884,MPW004441,SIG004441,NEW CUT,KY-841 RAMP,KY-1865,0.67,24 HOURS,KYTC,1,196184553E918,
884,-85.7658114145443,38.1839160252307,885,MPW005221,SIG005221,3RD,WELLINGTON,,,24 HOURS,METRO,1, 2013864387102,
885,-85.7594380482144,38.1473709694072,886,MPW005569,SIG005569,ENTERPRISE,NATIONAL,KY-1020,5.18,24 HOURS,KYTC,1, 2036919554535,
886,-85.6791630661569,38.1953458583053,887,MPW008888,SIG008888,BASHFORD MANOR,NEWBURG,KY-1703,1.55,24 HOURS,KYTC,1, 2042604044552,
887,-85.7508923927152,38.1914016414994,888,MPW005953,SIG005953,CRITTENDEN,I 264 RAMP,KY-1631,0.2,24 HOURS,KYTC,1, 2101313429995,
888,-85.8931213693837,38.1254473596045,889,MPW000102,SIG000102,TRADE PORT,GREENBELT,KY-1934,2.88,24 HOURS,KYTC,1, 2219120128324,
889,-85.8444058940827,38.1180099375917,890,MPW001450,SIG001450,STONESTREET,VALLEY COLLEGE,,,24 HOURS,METRO,1, 2230561798401,
890,-85.8415069040956,38.1072977630214,891,MPW001513,SIG001513,3RD STREET,VALLEY STATION,KY-907,1.44,24 HOURS,KYTC,1, 2247064406826,
891,-85.8667212432688,38.1076533287423,892,MPW000738,SIG000738,DIXIE,VALLEY STATION,US-31W,8.63,24 HOURS,KYTC,1, 2309216126826,
892,-85.8719263203064,38.0990503208774,893,MPW000538,SIG000538,DIXIE GARDEN,DIXIE,US-31W,7.98,24 HOURS,KYTC,1, 2310816111612,
893,-85.8349460727896,38.1760168170351,894,MPW001727,SIG001727,GRASTON,ROCKFORD,KY-2051,0.65,24 HOURS,KYTC,1, 2365526215560,
894,-85.6747312096934,38.1438005647582,895,MPW009056,SIG009056,MCCAWLEY,JEFFERSON,,,24 HOURS,METRO,1, 2422642808339,
895,-85.6283962205637,38.2451770000963,896,MPW017862,SIG017862,SHERBURN,BOWLING,,,24 HOURS,METRO,1,2943159508963,
896,-85.5405188678222,38.2954434230156,897,MPW018008,SIG018008,CHAMBERLAIN,I 265 RAMP,,,24 HOURS,METRO,1,  173810539996,
897,-85.6633791046314,38.2011732745334,898,MPW017870,SIG017870,BARDSTOWN,PARIS,US-31E,11.174,24 HOURS,KYTC,1,  376403844951,
898,-85.7598915789961,38.2134911995163,899,MPW017867,SIG017867,EASTERN,3RD,US-60,3.5,24 HOURS,KYTC,1, 1427818356438,
899,-85.797744784683,38.2365329590586,900,MPW003303,SIG003303,CYPRESS,DUMESNIL,,,24 HOURS,METRO,1, 1506413741698,
900,-85.7282673741924,38.2365162665151,901,MPW006947,SIG006947,BARRET,KENTUCKY,,,24 HOURS,METRO,1, 1515203953531,
901,-85.7829607265772,38.196267267542,902,MPW004161,SIG004161,BERRY,TAYLOR,US-60,1.473,24 HOURS,KYTC,1, 1528805056392,
902,-85.7312820303935,38.2538742118841,903,MPW006848,SIG006848,E MAIN ST,S JOHNSON ST,US-31W,16.739,24 HOURS,KYTC,1, 1552033513352,
903,-85.7342473208229,38.2513643252194,904,MPW006733,SIG006733,JEFFERSON,WENZEL,,,24 HOURS,METRO,1, 1553333267101,
904,-85.7617219163214,38.2463309016841,905,MPW005558,SIG005558,BROADWAY,6TH,US-150,2.172,24 HOURS,KYTC,1, 1555607026009,
905,-85.7600512517023,38.2462085029674,906,MPW005640,SIG005640,BROADWAY,5TH,US-150,2.291,24 HOURS,KYTC,1, 1555807022207,
906,-85.7567208512497,38.2459650378868,907,MPW005785,SIG005785,BROADWAY,3RD,US-150,2.474,24 HOURS,KYTC,1, 1556107026438,
907,-85.7289625044851,38.2462446939883,908,MPW006927,SIG006927,BAXTER,PAYNE,US-31E,16.137,24 HOURS,KYTC,1, 1556204174996,
